Document No.,Sell-to Customer No.,Sell-to Customer Name,No.,Description,Posting Date,Quantity,Unit Price Excl. Tax,Amount
PS-INV214968,10719-6,US Foods - Alcoa TN.,F51024,"Cs. Marble Rye 5/8"" 8lvs",5/19/2026,16.,54.00,864.00
PS-INV214968,10719-6,US Foods - Alcoa TN.,F51034,"Cs. Sour Dough Hearth 5/8"" 8lvs",5/19/2026,16.,43.20,691.20
PS-INV214968,10719-6,US Foods - Alcoa TN.,F51157,"Cs. Challah Hearth 7/8"" 8lvs",5/19/2026,28.,44.15,"1,236.20"
PS-INV214968,10719-6,US Foods - Alcoa TN.,F53006,"Cs. 4"" Wheat Bun 8-12pk",5/19/2026,12.,40.22,482.64
PS-INV214968,10719-6,US Foods - Alcoa TN.,F53127,"Cs. 8"" Philly 10-6pks",5/19/2026,56.,42.37,"2,372.72"
PS-INV214968,10719-6,US Foods - Alcoa TN.,F51343,"Cs. White Bread Pullman 3/4"" 10lvs",5/19/2026,14.,42.22,591.08
PS-INV214968,10719-6,US Foods - Alcoa TN.,F52035,Cs. French Boule 12-2pk,5/19/2026,32.,32.55,"1,041.60"
PS-INV214968,10719-6,US Foods - Alcoa TN.,F53106,Cs. Large Hot Dog 12-6pk,5/19/2026,8.,35.57,284.56
PS-INV214968,10719-6,US Foods - Alcoa TN.,F52032,Cs. 8oz Sour Dough Boule 12-2pk,5/19/2026,28.,41.25,"1,155.00"
PS-INV214968,10719-6,US Foods - Alcoa TN.,F53024,"Cs. 4"" Challah Kaiser 8-12pk",5/19/2026,28.,40.22,"1,126.16"
PS-INV214979,13128,Gordon Food Service - Shepherdsville,F51084,Cs. Wheatberry Hearth,5/12/2026,144.,33.30,"4,795.20"
PS-INV214979,13128,Gordon Food Service - Shepherdsville,F53001,"Cs. 4"" Brioche Bun 8-12pk",5/12/2026,176.,36.82,"6,480.32"
PS-INV214979,13128,Gordon Food Service - Shepherdsville,F51114,"Cs. Old Fashioned Hearth 5/8"" 8lvs",5/12/2026,128.,39.70,"5,081.60"
PS-INV214979,13128,Gordon Food Service - Shepherdsville,F56251,Cs. Challah Sliders Sliced 18-12pks,5/12/2026,400.,39.70,"15,880.00"
PS-INV214984,10719-12,US Foods - Port Orange,F53002,"Cs. 4"" Challah Sesame Bun 8-12pk",5/19/2026,600.,41.66,"24,996.00"
PS-INV214984,10719-12,US Foods - Port Orange,F52902,"Cs. 22"" Rye Baguette 10-2pk",5/19/2026,32.,42.53,"1,360.96"
PS-INV214984,10719-12,US Foods - Port Orange,F52007,"Cs. 22"" 17oz French 10-2pk",5/19/2026,32.,39.96,"1,278.72"
PS-INV214984,10719-12,US Foods - Port Orange,F53000,"Cs. 4"" Hamburger Bun 8-12pk",5/19/2026,32.,33.50,"1,072.00"
PS-INV215225,20334,Sysco Atlanta,F53116,"Cs. 7"" French Hinged 12",5/14/2026,56.,31.42,"1,759.52"
PS-INV215225,20334,Sysco Atlanta,F53087,"Cs. 3.5"" Challah Bun 8-12 pk",5/14/2026,112.,34.00,"3,808.00"
PS-INV215225,20334,Sysco Atlanta,F51024,"Cs. Marble Rye 5/8"" 8lvs",5/14/2026,12.,43.26,519.12
PS-INV215225,20334,Sysco Atlanta,F51127,Cs. Challah 3-Braid 8,5/14/2026,20.,43.26,865.20
PS-INV215225,20334,Sysco Atlanta,F53033,"Cs. 4"" Parker House 8-12pk",5/14/2026,28.,39.53,"1,106.84"
PS-INV215225,20334,Sysco Atlanta,F51034,"Cs. Sour Dough Hearth 5/8"" 8lvs",5/14/2026,20.,41.20,824.00
PS-INV215225,20334,Sysco Atlanta,F51157,"Cs. Challah Hearth 7/8"" 8lvs",5/14/2026,12.,42.02,504.24
PS-INV215225,20334,Sysco Atlanta,F53140,"Cs. Knuckies 8"" White 12-6pk",5/14/2026,40.,41.00,"1,640.00"
PS-INV215488,10711,Cheney Bros Statesville,F530142,Cs. Knot Roll 8-12pk,5/19/2026,336.,33.42,"11,229.12"
PS-INV215573,11394,La Cosecha Food Service,F53003,"Cs. 4"" Unseeded Challah Bun 8-12pk",5/13/2026,20.,30.32,606.40
PS-INV215573,11394,La Cosecha Food Service,F53127,"Cs. 8"" Philly 10-6pks",5/13/2026,12.,53.20,638.40
PS-INV215573,11394,La Cosecha Food Service,F530401,"Cs. 4.5"" Sesame 6-12pk",5/13/2026,10.,34.18,341.80
PS-INV216512,Z11655,PFG Hickory NC,F56251,Cs. Challah Sliders Sliced 18-12pks,5/8/2026,28.,44.00,"1,232.00"
PS-INV216519,12988,Sysco Norman OK,F53001,"Cs. 4"" Brioche Bun 8-12pk",5/20/2026,616.,46.00,"28,336.00"
PS-INV216519,12988,Sysco Norman OK,F530491,Cs. 4.5 Brioche Bun 6-12pk,5/20/2026,49.,40.00,"1,960.00"
PS-INV216519,12988,Sysco Norman OK,F53140,"Cs. Knuckies 8"" White 12-6pk",5/20/2026,56.,45.00,"2,520.00"
PS-INV216537,10540-01,PFG Johnson City TN,F53136,"Cs. 8"" Squaw 12-6pks",5/14/2026,4.,43.00,172.00
PS-INV216537,10540-01,PFG Johnson City TN,F53001,"Cs. 4"" Brioche Bun 8-12pk",5/14/2026,12.,44.00,528.00
PS-INV216537,10540-01,PFG Johnson City TN,F56251,Cs. Challah Sliders Sliced 18-12pks,5/14/2026,20.,42.11,842.20
PS-INV216537,10540-01,PFG Johnson City TN,F53003,"Cs. 4"" Unseeded Challah Bun 8-12pk",5/14/2026,84.,38.75,"3,255.00"
PS-INV216537,10540-01,PFG Johnson City TN,F531052,"Cs. 6"" Hot Dog Top Sliced 12-12pk",5/14/2026,12.,40.78,489.36
PS-INV216537,10540-01,PFG Johnson City TN,F51157,"Cs. Challah Hearth 7/8"" 8lvs",5/14/2026,8.,44.65,357.20
PS-INV216537,10540-01,PFG Johnson City TN,F51136,"Cs. Texas Toast 1"" 12lvs",5/14/2026,24.,40.62,974.88
PS-INV216537,10540-01,PFG Johnson City TN,F51000,Cs. Rye Bread 8lvs,5/14/2026,4.,41.60,166.40
PS-INV216537,10540-01,PFG Johnson City TN,F53094,"Cs. 6"" Italian 12-6pks",5/14/2026,72.,35.00,"2,520.00"
PS-INV216537,10540-01,PFG Johnson City TN,F53100,Cs. Hot Dog pl/sl 12-8pk,5/14/2026,12.,36.18,434.16
PS-INV216537,10540-01,PFG Johnson City TN,F51024,"Cs. Marble Rye 5/8"" 8lvs",5/14/2026,4.,53.00,212.00
PS-INV216537,10540-01,PFG Johnson City TN,F51034,"Cs. Sour Dough Hearth 5/8"" 8lvs",5/14/2026,36.,43.82,"1,577.52"
PS-INV216537,10540-01,PFG Johnson City TN,F51383,"Cs. Challah Pullman 3/4"" 10lvs",5/14/2026,12.,55.13,661.56
PS-INV216842,10540-03,PFG Louisville TN,F53001,"Cs. 4"" Brioche Bun 8-12pk",5/14/2026,196.,42.60,"8,349.60"
PS-INV216842,10540-03,PFG Louisville TN,F52552,Cs. Multigrain Batard Unsliced 8lvs,5/14/2026,8.,64.00,512.00
PS-INV216842,10540-03,PFG Louisville TN,F53160,Cs. Large White Sub 6-6pk,5/14/2026,12.,34.20,410.40
PS-INV216842,10540-03,PFG Louisville TN,F53180,Cs. Large Pumpernickel Sub 6-6pk,5/14/2026,24.,35.65,855.60
PS-INV216842,10540-03,PFG Louisville TN,F51137,"Cs. Texas Toast 3/4"" 12lvs",5/14/2026,0.,40.62,-
PS-INV216842,10540-03,PFG Louisville TN,F53091,"Cs. 6"" Hoagie Slab Cut 12-6pk",5/14/2026,8.,35.00,280.00
PS-INV216842,10540-03,PFG Louisville TN,F53110,Cs. Foot Long Challah Hot Dog Buns 10-6pk,5/14/2026,0.,39.25,-
PS-INV216842,10540-03,PFG Louisville TN,F530421,"Cs. 4.5"" Challah Buns 6-12pk.",5/14/2026,28.,38.30,"1,072.40"
PS-INV216842,10540-03,PFG Louisville TN,F53105,"Cs. 6"" White Hot Dog 16-8pk",5/14/2026,96.,34.50,"3,312.00"
PS-INV216842,10540-03,PFG Louisville TN,F53094,"Cs. 6"" Italian 12-6pks",5/14/2026,28.,35.00,980.00
PS-INV216842,10540-03,PFG Louisville TN,F53100,Cs. Hot Dog pl/sl 12-8pk,5/14/2026,10.,36.18,361.80
PS-INV216842,10540-03,PFG Louisville TN,F53106,Cs. Large Hot Dog 12-6pk,5/14/2026,4.,36.07,144.28
PS-INV216842,10540-03,PFG Louisville TN,F51034,"Cs. Sour Dough Hearth 5/8"" 8lvs",5/14/2026,24.,43.82,"1,051.68"
PS-INV216842,10540-03,PFG Louisville TN,F53170,Cs. Large Country Wheat Sub 6-6pk,5/14/2026,28.,35.65,998.20
PS-INV216842,10540-03,PFG Louisville TN,F56251,Cs. Challah Sliders Sliced 18-12pks,5/14/2026,28.,42.11,"1,179.08"
PS-INV216842,10540-03,PFG Louisville TN,F52550,"Cs. Multigrain Batard 1/2"" 8lvs",5/14/2026,8.,64.00,512.00
PS-INV217231,10540-02,PFG Valdosta GA,F53001,"Cs. 4"" Brioche Bun 8-12pk",5/19/2026,52.,42.60,"2,215.20"
PS-INV217231,10540-02,PFG Valdosta GA,F54301,Cs. Potato Roll Sliced 12-16pk,5/19/2026,16.,41.15,658.40
PS-INV217231,10540-02,PFG Valdosta GA,F51000,Cs. Rye Bread 8lvs,5/19/2026,8.,41.60,332.80
PS-INV217270,10700,Gordon Food Service - Douglas,F53002,"Cs. 4"" Challah Sesame Bun 8-12pk",6/1/2026,60.,41.70,"2,502.00"
PS-INV217270,10700,Gordon Food Service - Douglas,F51361,"Cs. Honey Wheat Pullman 7/8"" 10lvs",6/1/2026,36.,41.49,"1,493.64"
PS-INV217270,10700,Gordon Food Service - Douglas,F51384,"Cs. Challah Pullman 7/8""",6/1/2026,120.,48.49,"5,818.80"
PS-INV217270,10700,Gordon Food Service - Douglas,F56255,Cs. English Muffin 30-6pk,6/1/2026,31.,36.30,"1,125.30"
PS-INV217270,10700,Gordon Food Service - Douglas,F51084,Cs. Wheatberry Hearth,6/1/2026,28.,33.30,932.40
PS-INV217270,10700,Gordon Food Service - Douglas,F53001,"Cs. 4"" Brioche Bun 8-12pk",6/1/2026,84.,36.82,"3,092.88"
PS-INV217270,10700,Gordon Food Service - Douglas,F51114,"Cs. Old Fashioned Hearth 5/8"" 8lvs",6/1/2026,56.,39.70,"2,223.20"
PS-INV217270,10700,Gordon Food Service - Douglas,F56251,Cs. Challah Sliders Sliced 18-12pks,6/1/2026,252.,39.70,"10,004.40"
PS-INV217270,10700,Gordon Food Service - Douglas,F53005,"Cs. 4"" Gourmet PDS Bun 8-12pk",6/1/2026,36.,36.00,"1,296.00"
PS-INV217295,X10540-3,PFG Pittsburgh PA,F53001,"Cs. 4"" Brioche Bun 8-12pk",5/25/2026,224.,42.60,"9,542.40"
PS-INV217295,X10540-3,PFG Pittsburgh PA,F53105,"Cs. 6"" White Hot Dog 16-8pk",5/25/2026,504.,34.50,"17,388.00"
PS-INV217295,X10540-3,PFG Pittsburgh PA,F53094,"Cs. 6"" Italian 12-6pks",5/25/2026,112.,35.00,"3,920.00"
PS-INV217674,12431,Ben E Keith - New Brockton,F54301,Cs. Potato Roll Sliced 12-16pk,5/21/2026,28.,50.05,"1,401.40"
PS-INV217674,12431,Ben E Keith - New Brockton,F51137,"Cs. Texas Toast 3/4"" 12lvs",5/21/2026,364.,36.00,"13,104.00"
PS-INV217674,12431,Ben E Keith - New Brockton,F53122,"Cs. 8"" Italian Hinged 12-6pk",5/21/2026,56.,30.00,"1,680.00"
PS-INV217674,12431,Ben E Keith - New Brockton,F53087,"Cs. 3.5"" Challah Bun 8-12 pk",5/21/2026,84.,40.00,"3,360.00"
PS-INV217674,12431,Ben E Keith - New Brockton,F51381,Cs. Challah Pullman Unsliced 10lvs,5/21/2026,15.,50.95,764.25
PS-INV217845,Z10475,Locos-Westside,F53024,"Cs. 4"" Challah Kaiser 8-12pk",5/15/2026,16.,2.00,32.00
PS-INV218015,10549,PFG Nashville TN,F53002,"Cs. 4"" Challah Sesame Bun 8-12pk",5/26/2026,20.,37.50,750.00
PS-INV218015,10549,PFG Nashville TN,F53070,"Cs. 5"" Challah Sesame Buns ",5/26/2026,32.,34.50,"1,104.00"
PS-INV218050,13128,Gordon Food Service - Shepherdsville,F51084,Cs. Wheatberry Hearth,5/22/2026,84.,33.30,"2,797.20"
PS-INV218050,13128,Gordon Food Service - Shepherdsville,F53001,"Cs. 4"" Brioche Bun 8-12pk",5/22/2026,364.,36.82,"13,402.48"
PS-INV218050,13128,Gordon Food Service - Shepherdsville,F51114,"Cs. Old Fashioned Hearth 5/8"" 8lvs",5/22/2026,84.,39.70,"3,334.80"
PS-INV218050,13128,Gordon Food Service - Shepherdsville,F56251,Cs. Challah Sliders Sliced 18-12pks,5/22/2026,308.,39.70,"12,227.60"
PS-INV218053,10719-4,US Foods - Columbia/Lexington,F530041,"Cs. 4"" S&P Brioche Bun 8-12pk",5/20/2026,16.,46.00,736.00
PS-INV218053,10719-4,US Foods - Columbia/Lexington,F53010,Cs. Onion Roll 8-12pk,5/20/2026,12.,41.85,502.20
PS-INV218053,10719-4,US Foods - Columbia/Lexington,F53093,"Cs. 6"" Philly Unsliced 12-6pk",5/20/2026,16.,47.20,755.20
PS-INV218053,10719-4,US Foods - Columbia/Lexington,F51026,"Cs. Marble Rye 3/4"" 8lvs",5/20/2026,96.,52.00,"4,992.00"
PS-INV218053,10719-4,US Foods - Columbia/Lexington,F54005,Cs. Potato Roll 12-16pk,5/20/2026,0.,50.05,-
PS-INV218053,10719-4,US Foods - Columbia/Lexington,F53003,"Cs. 4"" Unseeded Challah Bun 8-12pk",5/20/2026,12.,38.08,456.96
PS-INV218053,10719-4,US Foods - Columbia/Lexington,F51020,"Cs. Marble Rye 1/2"" 8lvs",5/20/2026,16.,52.00,832.00
PS-INV218053,10719-4,US Foods - Columbia/Lexington,F53024,"Cs. 4"" Challah Kaiser 8-12pk",5/20/2026,64.,38.25,"2,448.00"
PS-INV218061,13128,Gordon Food Service - Shepherdsville,F51084,Cs. Wheatberry Hearth,5/25/2026,84.,33.30,"2,797.20"
PS-INV218061,13128,Gordon Food Service - Shepherdsville,F53001,"Cs. 4"" Brioche Bun 8-12pk",5/25/2026,84.,36.82,"3,092.88"
PS-INV218061,13128,Gordon Food Service - Shepherdsville,F51114,"Cs. Old Fashioned Hearth 5/8"" 8lvs",5/25/2026,84.,39.70,"3,334.80"
PS-INV218061,13128,Gordon Food Service - Shepherdsville,F56251,Cs. Challah Sliders Sliced 18-12pks,5/25/2026,308.,39.70,"12,227.60"
PS-INV218249,20334,Sysco Atlanta,F53116,"Cs. 7"" French Hinged 12-6pk",5/22/2026,28.,31.42,879.76
PS-INV218249,20334,Sysco Atlanta,F53087,"Cs. 3.5"" Challah Bun 8-12 pk",5/22/2026,140.,34.00,"4,760.00"
PS-INV218249,20334,Sysco Atlanta,F51024,"Cs. Marble Rye 5/8"" 8lvs",5/22/2026,12.,43.26,519.12
PS-INV218249,20334,Sysco Atlanta,F51127,Cs. Challah 3-Braid 8,5/22/2026,20.,43.26,865.20
PS-INV218249,20334,Sysco Atlanta,F53001,"Cs. 4"" Brioche Bun 8-12pk",5/22/2026,84.,43.36,"3,642.24"
PS-INV218249,20334,Sysco Atlanta,F54044,Cs. Buttons Parker House 12-12pk,5/22/2026,8.,36.98,295.84
PS-INV218249,20334,Sysco Atlanta,F51034,"Cs. Sour Dough Hearth 5/8"" 8lvs",5/22/2026,20.,41.20,824.00
PS-INV218249,20334,Sysco Atlanta,F53140,"Cs. Knuckies 8"" White 12-6pk",5/22/2026,40.,41.00,"1,640.00"
PS-INV218268,10719-2,US Foods - Fairburn,F53005,"Cs. 4"" Gourmet PDS Bun 8-12pk",5/21/2026,52.,40.11,"2,085.72"
PS-INV218268,10719-2,US Foods - Fairburn,F56560,"Gluten Free 3.5"" Hamburger 36ct",5/21/2026,24.,48.57,"1,165.68"
PS-INV218268,10719-2,US Foods - Fairburn,F53010,Cs. Onion Roll 8-12pk,5/21/2026,24.,40.85,980.40
PS-INV218268,10719-2,US Foods - Fairburn,F53122,"Cs. 8"" Italian Hinged 12-6pk",5/21/2026,152.,40.90,"6,216.80"
PS-INV218268,10719-2,US Foods - Fairburn,F53003,"Cs. 4"" Unseeded Challah Bun 8-12pk",5/21/2026,80.,38.08,"3,046.40"
PS-INV218268,10719-2,US Foods - Fairburn,F53024,"Cs. 4"" Challah Kaiser 8-12pk",5/21/2026,56.,40.22,"2,252.32"
PS-INV218707,12358,PFG Powell GA,F51024,"Cs. Marble Rye 5/8"" 8lvs",5/20/2026,36.,45.00,"1,620.00"
PS-INV218707,12358,PFG Powell GA,F53001,"Cs. 4"" Brioche Bun 8-12pk",5/20/2026,96.,42.60,"4,089.60"
PS-INV218707,12358,PFG Powell GA,F53003,"Cs. 4"" Unseeded Challah Bun 8-12pk",5/20/2026,160.,40.00,"6,400.00"
PS-INV218753,10899,Wood Fruitticher Grocery Co.,F53003,"Cs. 4"" Unseeded Challah Bun 8-12pk",5/21/2026,24.,35.48,851.52
PS-INV218753,10899,Wood Fruitticher Grocery Co.,F53115,"Cs. 7"" French Unsliced 12-6pk",5/21/2026,32.,28.88,924.16
PS-INV218753,10899,Wood Fruitticher Grocery Co.,F53070,"Cs. 5"" Challah Sesame Buns ",5/21/2026,96.,32.89,"3,157.44"
PS-INV218753,10899,Wood Fruitticher Grocery Co.,F51137,"Cs. Texas Toast 3/4"" 12lvs",5/21/2026,288.,28.49,"8,205.12"
PS-INV218753,10899,Wood Fruitticher Grocery Co.,F51134,Cs. Club Wheat 12lvs,5/21/2026,64.,28.49,"1,823.36"
PS-INV218753,10899,Wood Fruitticher Grocery Co.,F53094,"Cs. 6"" Italian 12-6pks",5/21/2026,140.,25.25,"3,535.00"
PS-INV218753,10899,Wood Fruitticher Grocery Co.,F53001,"Cs. 4"" Brioche Bun 8-12pk",5/21/2026,196.,40.43,"7,924.28"
PS-INV218755,11005,Dot Foods Inc.,F530142,Cs. Knot Roll 8-12pk,5/21/2026,960.,33.42,"32,083.20"
PS-INV218758,12988,Sysco Norman OK,F53001,"Cs. 4"" Brioche Bun 8-12pk",5/28/2026,476.,46.00,"21,896.00"
PS-INV218758,12988,Sysco Norman OK,F530491,Cs. 4.5 Brioche Bun 6-12pk,5/28/2026,49.,40.00,"1,960.00"
PS-INV218758,12988,Sysco Norman OK,F51157,"Cs. Challah Hearth 7/8"" 8lvs",5/28/2026,16.,42.00,672.00
PS-INV218758,12988,Sysco Norman OK,F53140,"Cs. Knuckies 8"" White 12-6pk",5/28/2026,28.,45.00,"1,260.00"
PS-INV218758,12988,Sysco Norman OK,F53106,Cs. Large Hot Dog 12-6pk,5/28/2026,28.,38.00,"1,064.00"
PS-INV218761,10540-03,PFG Louisville TN,F53001,"Cs. 4"" Brioche Bun 8-12pk",5/21/2026,224.,42.60,"9,542.40"
PS-INV218761,10540-03,PFG Louisville TN,F53160,Cs. Large White Sub 6-6pk,5/21/2026,16.,34.20,547.20
PS-INV218761,10540-03,PFG Louisville TN,F53180,Cs. Large Pumpernickel Sub 6-6pk,5/21/2026,12.,35.65,427.80
PS-INV218761,10540-03,PFG Louisville TN,F51137,"Cs. Texas Toast 3/4"" 12lvs",5/21/2026,0.,40.62,-
PS-INV218761,10540-03,PFG Louisville TN,F53091,"Cs. 6"" Hoagie Slab Cut 12-6pk",5/21/2026,12.,35.00,420.00
PS-INV218761,10540-03,PFG Louisville TN,F53110,Cs. Foot Long Challah Hot Dog Buns 10-6pk,5/21/2026,84.,39.25,"3,297.00"
PS-INV218761,10540-03,PFG Louisville TN,F530421,"Cs. 4.5"" Challah Buns 6-12pk.",5/21/2026,28.,38.30,"1,072.40"
PS-INV218761,10540-03,PFG Louisville TN,F53105,"Cs. 6"" White Hot Dog 16-8pk",5/21/2026,112.,34.50,"3,864.00"
PS-INV218761,10540-03,PFG Louisville TN,F53094,"Cs. 6"" Italian 12-6pks",5/21/2026,56.,35.00,"1,960.00"
PS-INV218761,10540-03,PFG Louisville TN,F53100,Cs. Hot Dog pl/sl 12-8pk,5/21/2026,10.,36.18,361.80
PS-INV218761,10540-03,PFG Louisville TN,F53106,Cs. Large Hot Dog 12-6pk,5/21/2026,12.,36.07,432.84
PS-INV218761,10540-03,PFG Louisville TN,F51034,"Cs. Sour Dough Hearth 5/8"" 8lvs",5/21/2026,40.,43.82,"1,752.80"
PS-INV218773,12692,United Food Service,F53116,"Cs. 7"" French Hinged 12-6pk",5/27/2026,224.,32.50,"7,280.00"
PS-INV218773,12692,United Food Service,F53122,"Cs. 8"" Italian Hinged 12-6pk",5/27/2026,28.,42.75,"1,197.00"
PS-INV218854,11005,Dot Foods Inc.,F530142,Cs. Knot Roll 8-12pk,5/28/2026,416.,33.42,"13,902.72"
PS-INV219174,Z10700,Sysco-Charlotte,F51384,"Cs. Challah Pullman 7/8""",5/27/2026,120.,51.38,"6,165.60"
PS-INV219174,Z10700,Sysco-Charlotte,F51077,"Cs. Oatie Multigrain 5/8"" 8lvs",5/27/2026,72.,54.38,"3,915.36"
PS-INV219174,Z10700,Sysco-Charlotte,F52544,"Cs. Sour Dough Batard 5/8"" 8lvs",5/27/2026,220.,61.02,"13,424.40"
PS-INV219174,Z10700,Sysco-Charlotte,F51044,"Cs. Vienna 5/8"" 8lvs",5/27/2026,48.,28.50,"1,368.00"
PS-INV219176,10719-9,US Foods -Carolinas/Ft.Mill,F53002,"Cs. 4"" Challah Sesame Bun 8-12pk",6/1/2026,140.,37.66,"5,272.40"
PS-INV219176,10719-9,US Foods -Carolinas/Ft.Mill,F52902,"Cs. 22"" Rye Baguette 10-2pk",6/1/2026,12.,42.53,510.36
PS-INV219176,10719-9,US Foods -Carolinas/Ft.Mill,F52007,"Cs. 22"" 17oz French 10-2pk",6/1/2026,4.,39.96,159.84
PS-INV219176,10719-9,US Foods -Carolinas/Ft.Mill,F51137,"Cs. Texas Toast 3/4"" 12lvs",6/1/2026,64.,40.00,"2,560.00"
PS-INV219176,10719-9,US Foods -Carolinas/Ft.Mill,F53122,"Cs. 8"" Italian Hinged 12-6pk",6/1/2026,44.,39.00,"1,716.00"
PS-INV219176,10719-9,US Foods -Carolinas/Ft.Mill,F53001,"Cs. 4"" Brioche Bun 8-12pk",6/1/2026,268.,44.00,"11,792.00"
PS-INV219176,10719-9,US Foods -Carolinas/Ft.Mill,F53100,Cs. Hot Dog pl/sl 12-8pk,6/1/2026,4.,37.00,148.00
PS-INV219508,10719-6,US Foods - Alcoa TN.,F51136,"Cs. Texas Toast 1"" 12lvs",6/2/2026,120.,40.12,"4,814.40"
PS-INV219508,10719-6,US Foods - Alcoa TN.,F51004,"Cs. Rye 5/8"" 8lvs",6/2/2026,12.,42.03,504.36
PS-INV219508,10719-6,US Foods - Alcoa TN.,F53025,Cs. Sesame Challah Kaiser 8-12pk,6/2/2026,140.,39.00,"5,460.00"
PS-INV219508,10719-6,US Foods - Alcoa TN.,F53087,"Cs. 3.5"" Challah Bun 8-12 pk",6/2/2026,52.,36.24,"1,884.48"
PS-INV219508,10719-6,US Foods - Alcoa TN.,F56251,Cs. Challah Sliders Sliced 18-12pks,6/2/2026,40.,41.50,"1,660.00"
PS-INV219508,10719-6,US Foods - Alcoa TN.,F51066,"Cs. Honey Wheat 3/4"" 8lvs",6/2/2026,28.,35.21,985.88
PS-INV219508,10719-6,US Foods - Alcoa TN.,F53001,"Cs. 4"" Brioche Bun 8-12pk",6/2/2026,196.,45.49,"8,916.04"
PS-INV219508,10719-6,US Foods - Alcoa TN.,F530501,"Cs. 4.5"" Challah Kaiser 6-12pk",6/2/2026,16.,37.02,592.32
PS-INV219508,10719-6,US Foods - Alcoa TN.,F51084,Cs. Wheatberry Hearth,6/2/2026,4.,52.47,209.88
PS-INV219508,10719-6,US Foods - Alcoa TN.,F51024,"Cs. Marble Rye 5/8"" 8lvs",6/2/2026,16.,54.00,864.00
PS-INV219508,10719-6,US Foods - Alcoa TN.,F51034,"Cs. Sour Dough Hearth 5/8"" 8lvs",6/2/2026,12.,43.20,518.40
PS-INV219508,10719-6,US Foods - Alcoa TN.,F51157,"Cs. Challah Hearth 7/8"" 8lvs",6/2/2026,28.,44.15,"1,236.20"
PS-INV219508,10719-6,US Foods - Alcoa TN.,F53006,"Cs. 4"" Wheat Bun 8-12pk",6/2/2026,16.,40.22,643.52
PS-INV219508,10719-6,US Foods - Alcoa TN.,F53127,"Cs. 8"" Philly 10-6pks",6/2/2026,56.,42.37,"2,372.72"
PS-INV219508,10719-6,US Foods - Alcoa TN.,F51343,"Cs. White Bread Pullman 3/4"" 10lvs",6/2/2026,14.,42.22,591.08
PS-INV219508,10719-6,US Foods - Alcoa TN.,F52035,Cs. French Boule 12-2pk,6/2/2026,44.,32.55,"1,432.20"
PS-INV219508,10719-6,US Foods - Alcoa TN.,F53106,Cs. Large Hot Dog 12-6pk,6/2/2026,28.,35.57,995.96
PS-INV219508,10719-6,US Foods - Alcoa TN.,F53024,"Cs. 4"" Challah Kaiser 8-12pk",6/2/2026,16.,40.22,643.52
PS-INV219516,10511,"Sysco Nashville, LLC",F53072,"Cs. 5"" Challah Bun 8-8pk",5/26/2026,16.,37.05,592.80
PS-INV219516,10511,"Sysco Nashville, LLC",F51200,"Cs. Jalapeno Corn Hearth 5/8"" 8lvs",5/26/2026,48.,60.07,"2,883.36"
PS-INV219516,10511,"Sysco Nashville, LLC",F51414,"Cs. Cranberry 9 Grain Hearth 5/8"" 8lvs",5/26/2026,56.,64.00,"3,584.00"
PS-INV219516,10511,"Sysco Nashville, LLC",F53001,"Cs. 4"" Brioche Bun 8-12pk",5/26/2026,108.,46.10,"4,978.80"
PS-INV219516,10511,"Sysco Nashville, LLC",F530491,Cs. 4.5 Brioche Bun 6-12pk,5/26/2026,56.,36.35,"2,035.60"
PS-INV219516,10511,"Sysco Nashville, LLC",F53128,"Cs. 8"" Philly Unsliced 10-6pk",5/26/2026,140.,45.00,"6,300.00"
PS-INV219524,10138-5,Costco PriceSmart Export,F53106,Cs. Large Hot Dog 12-6pk,6/2/2026,960.,26.25,"25,200.00"
PS-INV219927,13092,Sysco WEST COAST,F51137,"Cs. Texas Toast 3/4"" 12lvs",6/2/2026,336.,35.00,"11,760.00"
PS-INV219927,13092,Sysco WEST COAST,F530491,Cs. 4.5 Brioche Bun 6-12pk,6/2/2026,112.,39.65,"4,440.80"
PS-INV219927,13092,Sysco WEST COAST,F53127,"Cs. 8"" Philly 10-6pks",6/2/2026,28.,65.00,"1,820.00"
PS-INV219930,10719-13,US Foods - Montgomery,F53070,"Cs. 5"" Challah Sesame Buns ",6/3/2026,28.,37.50,"1,050.00"
PS-INV219930,10719-13,US Foods - Montgomery,F53005,"Cs. 4"" Gourmet PDS Bun 8-12pk",6/3/2026,56.,37.00,"2,072.00"
PS-INV219930,10719-13,US Foods - Montgomery,F53010,Cs. Onion Roll 8-12pk,6/3/2026,56.,42.00,"2,352.00"
PS-INV219930,10719-13,US Foods - Montgomery,F53001,"Cs. 4"" Brioche Bun 8-12pk",6/3/2026,140.,42.00,"5,880.00"
PS-INV219930,10719-13,US Foods - Montgomery,F53003,"Cs. 4"" Unseeded Challah Bun 8-12pk",6/3/2026,280.,38.08,"10,662.40"
PS-INV219937,20334,Sysco Atlanta,F53106,Cs. Large Hot Dog 12-6pk,5/25/2026,16.,36.50,584.00
PS-INV219937,20334,Sysco Atlanta,F53116,"Cs. 7"" French Hinged 12-6pk",5/25/2026,84.,31.42,"2,639.28"
PS-INV219937,20334,Sysco Atlanta,F53087,"Cs. 3.5"" Challah Bun 8-12 pk",5/25/2026,196.,34.00,"6,664.00"
